Se��o;Localiza��o ou subse��o;N� arq.;N�mero de Ordem;N�mero da photo;N�mero de pe�as;Descrip��o;Altura (m);Largura (m);Profundidade (m);Proveniencia;Valor individual, como consta grafado (de cada pe�a);Valor global, como consta grafado;Estado de Conserva��o;Observa��es;Data da informa��o
 Edificio da Bibliotheca ;Armazem do Archivo (2� pavimento);7900;6234;em branco ;1;estante de ferro, com 4 prateleiras. Mede 2m,25 x 5m x 0m,65;2,25;5;0,65;allemanha;em branco;;bom;ver ( x );19/12/1932
 Edificio da Bibliotheca ;Armazem do Archivo (2� pavimento);7900;6467;em branco ;1;furador de ferro nickelado, para papel;em branco;em branco;em branco;casa harrison ;40$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;corredor (1� andar);7901;6235 - 6238;em branco ;4;pinturas a oleo, com molduras de jacarand� e 4 rosetas de bronze. Retratos de Nitro, Cleveland, Artiges e Fl�res. Mede 0m,75 x 0m,65;0,75;0,65;em branco;rio de janeiro;300$000;2:000$000;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;corredor (1� andar);7901;6239;em branco ;1;"pintura a oleo ""promulga��o da constitui��o"", com moldura de madeira. Mede 0m,80 x 0m,65";0,8;0,65;em branco;rio de janeiro;200$000;;regular;em branco;19/12/1932
 Edificio da Bibliotheca ;corredor (1� andar);7901;6240;em branco ;1;"gravura ""guilherme II da allemanha"", com moldura florentina, esculpida e dourada. 1904. com autographo do imperador. Mede 1m,55 x 1m";1,55;1;em branco;berlim;1:500$000;;bom;offerta ao bar�o do rio branco pelo imperador;19/12/1932
 Edificio da Bibliotheca ;corredor (1� andar);7901;6241 - 6232;em branco ;12;retratos a oleo, com moldura de jacarand� e 4 rosetas de bronze. Retratos de deodoro, floriano, campos salles, prudente, rodrigues alves, bermes, wancesl�u braz, affonso penna, nilo peganha, epitacio pess�a, arthur bernardes e washington luiz. Mede 0m,75 x 0m55;0,75;0,55;em branco;rio de janeiro;1:000$000;12:000$000;bom  ;em branco;19/12/1932
 Edificio da Bibliotheca ;corredor (1� andar);7901;6253 - 6255;em branco ;3;retratos a oleo, com moldura de jacarand� e 4 rosetas de bronze. Retratos de quintino bocayuva, lauro muller e domicio da gama. Mede 0m,75 x 0m,66;0,75;0,66;em branco;em branco;1:000$000;3:000$000;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;corredor (1� andar);7901;6256;em branco ;1;retrato a oleo, com moldura de jacarand� e 4 rosetas de bronze. Retrato de carlos de carvalho. Mede 0m,55 x 0m,45;0,55;0,45;em branco;em branco;500$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;Sala de consulta do archivo;7902;6257;em branco ;1;bancos typo E;em branco;em branco;em branco;laubisch - rio;1:375$200;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;Sala de consulta do archivo;7902;6258;em branco ;1;mesa de continuo, typo C;em branco;em branco;em branco;laubisch - rio;326$300;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;Sala de consulta do archivo;7902;6259;em branco ;1;Mocho typo F.;em branco;em branco;em branco;laubisch - rio;110$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;Sala de consulta do archivo;7902;6260;em branco ;1;secretaria de peroba escurecida, com tampo de crystal e 7 gavetas. Mede 0m,78 x 1m,50 x 0m,80;0,78;1,5;0,8;em branco;300$000;;bom;com. Contas;19/12/1932
 Edificio da Bibliotheca ;Sala de consulta do archivo;7902;6261;em branco ;1;mesa de jacarand�, estylo D. Jo�o IV, com 2 gavetas e puxadores de ferro. Mede 1m,25 x 0m,80 x 0m,82;1,25;0,8;0,82;em branco;500$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;Sala de consulta do archivo;7902;6262;em branco ;1;columna de marmore branco. Mede 1m,03;1,03;em branco;em branco;em branco;100$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;Sala de consulta do archivo;7902;6263;em branco ;1;ficheiro de a�o, com 2 divis�es. Mede 0m,43 x 0m,43 x 0m,18;0,43;0,43;0,18;em branco;2000$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;Sala de consulta do archivo;7902;6264;em branco ;1;"cesta de a�o para papel, typo ""roneo""";em branco;em branco;em branco;paul christoph - rio    ;50$000;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;2� gabinete;7903;6265;em branco ;1;mesa de peroba pintada, com tampo de crystal em 4 partes. Mede 3m,64 x 1m,20 x 0m,77;3,64;1,2;0,77;rio de janeiro;1:500$000;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;3� gabinete;7904;6266;em branco ;1;secretaria typo B;em branco;em branco;em branco;laubisch - rio;1:730$100;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;3� gabinete;7904;6267;em branco ;1;banco typo E;em branco;em branco;em branco;laubisch - rio;1:373$200;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;3� gabinete;7904;6268;em branco ;1;m�cho typo F;em branco;em branco;em branco;laubisch - rio;110$000;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;3� gabinete;7904;6269;em branco ;1;mesa de continuo typo G;em branco;em branco;em branco;par�;326$000;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;3� gabinete;7904;6270;em branco ;1;poltrona americana, de madeira pintada, com encosto e assento de couro;em branco;em branco;em branco;estados unidos da america;150$000;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;3� gabinete;7904;6271;em branco ;1;cesta para papeis typo roneo;em branco;em branco;em branco;paul christoph;50$000;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;4� gabinete;7905;6272;em branco ;1;mesa de imbuia para 8 pessoas, com 16 gavetas, 12 p�s com sapatas de bronze e puxadores de bronze. Mede 4m x 1m,60 x 0m,79;4;1,6;0,79;em branco;2:000$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;4� gabinete;7905;6273;em branco ;1;secretaria de peroba escurecida, com 7 gavetas. Mede 1m,50 x 0m,78 x 0m,80;1,5;0,78;0,8;em branco;300$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;4� gabinete;7905;6274 - 6277;em branco ;4;cestas typo roneo;em branco;em branco;em branco;em branco;50$000;200$000;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;4� gabinete;7905;6278;em branco ;1;cadeira de proba com encosto e assento de palha;em branco;em branco;em branco;em branco;80$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;4� gabinete;7905;6279;em branco ;1;cadeira de carvalho americano com encosto e assento de couro;em branco;em branco;em branco;estados unidos da america;20$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;4� gabinete;7905;6280;em branco ;1;estante rotatoria, com p�s de ferro e 36 folhas;em branco;em branco;em branco;em branco;4:500$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;4� gabinete;7905;6281;em branco ;1;columna de marmore branco. Mede 1m,02;1,02;em branco;em branco;em branco;100$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;4� gabinete;7905;6282;em branco ;1;"machina de escrever ""underwood"" 12 pollegadas, n� 67";em branco;em branco;em branco;em branco;2:500$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;4� gabinete;7905;6283;em branco ;1;cadeira gyratoria, de carvalho americano, arma��o de a�o;em branco;em branco;em branco;em branco;40$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;4� gabinete;7905;6284;em branco ;1;mesa de madeira branca, pintada, com 2 gaetas. Mede 1m,88 x 0m,93 x 0m,78;1,88;0,93;0,78;em branco;100$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;4� gabinete;7905;6285;em branco ;1;ficheiro de a�o. Mede 0m,17 x 0m,45 x 0m,15;0,17;0,45;0,15;em branco;100$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;4� gabinete;7905;6286;em branco ;1;furador de ferro nickelado;em branco;em branco;em branco;casa harrison;40$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;4� gabinete;7905;6469;em branco ;1;mesa americana, tela corredi�a, de carvalho, para machina de escrever, 4 p�s, divis�es internas;em branco;em branco;em branco;estados unidos da america;200$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;5� gabinete;7906;6287;em branco ;1;banco typo E;em branco;em branco;em branco;par�;1:373$200;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;5� gabinete;7906;6288;em branco ;1;banco typo F;em branco;em branco;em branco;par�;110$000;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;5� gabinete;7906;6289;em branco ;1;armario typo C;em branco;em branco;em branco;par�;1:128$800;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;5� gabinete;7906;6290;em branco ;1;cesta de a�o para papel, typo roneo;em branco;em branco;em branco;em branco;40$000;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;5� gabinete;7906;6291;em branco ;1;secretaria de imbuia com tampo de penno verde, com gavetas. Mede 1m,45 x 0m,80 x 0m,48;1,45;0,8;0,48;rio de janeiro;250$000;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;5� gabinete;7906;6475;em branco ;1;furador de ferro nickelado, para papel;em branco;em branco;em branco;em branco;400$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;5� gabinete;7906;6476;em branco ;1;sello secco da secretaria de estado;em branco;em branco;em branco;em branco;150$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;6� gabinete;7907;6471 - 6473;em branco ;3;espelhos biselados com arma��o de ferro esmaltado. Mede 0m,58 x 0m,45;0,58;0,45;em branco;em branco;50$000;150$000;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;6� gabinete;7907;6474;em branco ;1;armario de a�o, com 3 portas. Mede 1m,75 x 1m,85 x 0m,45;1,75;1,85;0,45;em branco;em branco;;bom;ver ( x );19/12/1932
 Edificio da Bibliotheca ;6� gabinete;7908;6292;em branco ;1;mesa de madeira pintada. Mede 1m,18 x 2m,42 x 0m,75;1,18;2,42;0,75;em branco;800$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;6� gabinete;7908;6293;em branco ;1;secretaria de imbuia com tampo de couro, 2 gavetas, 4 extens�es. Mede 1m,70 x 1m x 0m,82;1,7;1;0,82;em branco;800$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;6� gabinete;7908;6294;em branco ;1;armario-bibliotheca, de mogno com 4 portas envidra�adas e 4 portas cheias. Mede 2m,70 x 2m,62 x 0m,60;2,7;2,62;0,6;em branco;500$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;6� gabinete;7908;6295;em branco ;1;sof� de madeira pintada com encosto e assento de couro;em branco;em branco;em branco;em branco;2:500$000;;em branco;offerta da familia nabuco;19/12/1932
 Edificio da Bibliotheca ;6� gabinete;7908;6296 - 6297;em branco ;2;poltronas pertencentes ao sof� ;em branco;em branco;em branco;estados unidos da america;300$000;300$000;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;6� gabinete;7908;6298;em branco ;1;berg�re de couro;em branco;em branco;em branco;em branco;150$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;6� gabinete;7908;6299;em branco ;1;cadeira gyratoria, de imbuia com encosto e assento de palha;em branco;em branco;em branco;estados unidos da america;400$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;6� gabinete;7908;6300;em branco ;1;cesta para papeis, typo roneo;em branco;em branco;em branco;rio de janeiro;150$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;Servi�o de Publicidade;7909;6301;em branco ;1;banca typo E;em branco;em branco;em branco;laubisch - rio;1:373$000;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;Servi�o de Publicidade;7909;6302;em branco ;1;mocho typo F;em branco;em branco;em branco;laubisch - rio;110$000;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;Servi�o de Publicidade;7909;6303;em branco ;1;Secretaria BB;em branco;em branco;em branco;cosentino;2:180$000;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;Servi�o de Publicidade;7909;6304;em branco ;1;secretaria BB;em branco;em branco;em branco;par�;3:026$000;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;Servi�o de Publicidade;7909;6305;em branco ;1;secretaria A;em branco;em branco;em branco;par�;2:034$000;;bom;servi�o;19/12/1932
 Edificio da Bibliotheca ;Servi�o de Publicidade;7909;6306;em branco ;1;Secretaria B;em branco;em branco;em branco;par�;1:730$100;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;Servi�o de Publicidade;7909;6307;em branco ;1;mesa para dactylographa, typo D;em branco;em branco;em branco;laubisch - rio;1:267$400;;bom;pertenceram ao bar�o do rio branco;19/12/1932
 Edificio da Bibliotheca ;Servi�o de Publicidade;7909;6308;em branco ;1;"papeleira de imbuia com 8 gavetas; mede 1m,48 x 0m,60 x 0m,48";1,48;0,6;0,48;rio de janeiro;100$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;Servi�o de Publicidade;7909;6309;em branco ;1;supporte para ventilador. Mede 1m,28;1,28;em branco;em branco;em branco;50$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;Servi�o de Publicidade;7909;6310;em branco ;1;"machina ""royal"" 18 pollegadas, n�25";em branco;em branco;em branco;em branco;1:500$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;Servi�o de Publicidade;7909;6311;em branco ;1;"machina ""underwood"" 12 pollegadas, n� 74";em branco;em branco;em branco;em branco;2:000$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;Servi�o de Publicidade;7909;6312;em branco ;1;mesa para machina, de peroba. Mede 1m x 0m,45 x 0m60;1;0,45;0,6;em branco;25$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mesa telephonica;7910;6313;em branco ;1;cadeira de vidro para dactylographa;em branco;em branco;em branco;laubisch - rio;250$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mesa telephonica;7910;6314;em branco ;1;cadeira gyratoria de carvalho americano, com encosto e assento de couro;em branco;em branco;em branco;em branco;150$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mesa telephonica;7910;6315 - 6316;em branco ;2;poltronas de couro;em branco;em branco;em branco;fran�a;100$000;200$000;n�o;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mesa telephonica;7910;6317;em branco ;1;peanha de imbuia esculpida, com tampo de velludo. Mede 0m,97;0,97;em branco;em branco;em branco;100$000;;regular;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mesa telephonica;7910;6318;em branco ;1;relogio de parede, rectangular. Mede 0m,30 x 0m,30;0,3;0,3;em branco;em branco;200$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mesa telephonica;7910;6319 - 6324;em branco ;6;quadros de madeira pintada de mogno com plantas e numeros de telephones do ministerio do exterior ;em branco;em branco;em branco;em branco;20$000;120$000;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mesa telephonica;7910;6325;em branco ;1;arma��o metallica com 10 folhas, para fichas telephonicas;em branco;em branco;em branco;em branco;100$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mesa telephonica;7910;6468;em branco ;1;cesta de a�o roneo;em branco;em branco;em branco;em branco;50$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6326;em branco ;1;secretaria typo A;em branco;em branco;em branco;laubisch - rio;2:034$100;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6327;em branco ;1;secretaria typo BB;em branco;em branco;em branco;laubisch - rio;1:730$100;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6328;em branco ;1;secretaria de peroba escurecida, com tampo de couro, 8 gavetas, medindo 1m,30 x 0m,70 x 0m,80;1,3;0,7;0,8;em branco;250$000;;;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6329;em branco ;1;mesa para dactylographa, typo D;em branco;em branco;em branco;laubisch - rio;1:267$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6330;em branco ;1;mesa de centro, de madeira pintada, com p�s e uma travessa, tampo de crystal dividido em 5 partes. Mede 4m,30 x 1m,50 x 0m,80;4,3;1,5;0,8;estados unidos da america;2:500$000;;;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6331;em branco ;1;mesa de desenho, de peroba escurecida, com 1 gaveta, com movimento vertical. Mede 0m,88 x 1m,30 x 1m,07;0,88;1,3;1,07;em branco;400$000;;;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6332;em branco ;1;moche com tampo de couro. Mede 0m,75;0,75;em branco;em branco;em branco;80$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6333 - 6334;em branco ;2;arcazes de a�o com tampo corredi�o e 10 gavetas. Mede 2m x 1m,38 x 1m,68;2;1,38;1,68;stahl union berlim;em branco;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6335 - 6346;em branco ;12;archazes, pequenos, com 14 gavetas, tampo corredi�o. Mede 1m,25 x 1m,38 x 0m,90;1,25;1,38;0,9;stahl union berlim;em branco;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6347;em branco ;1;estante dupla de a�o, com 4 prateleiras e 4 divis�es. Mede 2m,47 x 0m,40 x 1m,90;2,47;0,4;1,9;stahl union berlim;em branco;;;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6348;em branco ;1;poltrona de madeira pintada, com encosto e assento de couro;em branco;em branco;em branco;estados unidos da america;150$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6349;em branco ;1;poltrona de imbuia, com encosto de madeira e assento de palha;em branco;em branco;em branco;em branco;150$000;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6350;em branco ;1;gaveteiro de peroba com tampo corredi�o. Mede 1m,20 x 0m,45 x 0m,47;1,2;0,45;0,47;em branco;150$000;;;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6351 - 6352;em branco ;2;ficheiros de a�o com 16 gavetas. Mede 0m,88 x 0m,26 x 0m,45;0,88;0,26;0,45;casa pratt - rio;em branco;;bom;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6353 - 6356;em branco ;4;cestas para papel, typo roneo;em branco;em branco;em branco;paul christoph - rio;50$000;200$000;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6357 - 6375;em branco ;19;"quadros mostruarios, de imbuia, envidra�ados, com corrente. Medem 1m,86 x 1m,17; 1m,10 x 1m,25 (3); 2m,75 x 1m,15; 1m,25 x 0m,75; 2m,25 x 1m,77; 2m,30 x 0m,60; 0m,76 x 0m,51; 1m,65 x 1m,15; 1m,66 x 0m,96; 0m,77 x 0m,61; 1m,43 x 0m,85; 1m,63 x 1m,17; 1m,16 x 0m,74; 1m,90 x 0m,82; 0m,78 x 0m,51; 0m,76 x 0m,51; 0m,76 x 0m,51 e cons�es";em branco;em branco;em branco;em branco;5:000$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6376;em branco ;1;"retrato a oleo, com moldura dourada, ""almirante guillobel"" mede 0m,82 x 0m,70";0,82;0,7;em branco;em branco;1:000$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca;7911;6377;em branco ;1;cadeiras rotativa, de imbuia com assento de palha;em branco;em branco;em branco;em branco;180$000;;em branco;em branco;19/12/1932
 Edificio da Bibliotheca ;sala da mappotheca (2);7912;6378;em branco ;1;mesa para desenho, composta de 2 cavalletes e 1 taboa;em branco;em branco;em branco;em branco;150$000;;em branco;em branco;19/12/1932
